# RBHG Variable-Width Bremsstrahlung Distribution
# SOURCE: ../../../../hdsim_cobrems/BGRate_30891.root : dRtdkH1
# GENERATED: 2025-11-17 12:59:52
#
# ENERGY_LIMITS (GeV):
# E_MIN_AVAILABLE 2.908069
# E_MAX_AVAILABLE 11.409712
# TOTAL_BINS 649
# TOTAL_COUNTS 13709111067.85
#
# WARNING: User-set E_LO must be >= E_MIN_AVAILABLE
# WARNING: User-set E_HI must be <= E_MAX_AVAILABLE
#
# Format: lowEdge(GeV)  highEdge(GeV)  counts
11.177522  11.178208  9860901.9897
11.178208  11.194947  10038304.8962
11.194947  11.196248  10237610.7117
11.196248  11.214080  10467250.4140
11.214080  11.214719  10707753.0663
11.214719  11.230179  10933111.3150
11.230179  11.231388  11182453.2111
11.231388  11.247859  11465249.2356
11.247859  11.248463  11756815.3351
11.248463  11.262691  12025102.7826
11.262691  11.263819  12027327.1025
11.263819  11.278976  12342141.6669
11.278976  11.279546  12662487.6954
11.279546  11.292611  12953309.2339
11.292611  11.293669  13267510.5883
11.293669  11.307606  13045073.4214
11.307606  11.308153  13372297.3619
11.308153  11.320149  13666788.5942
11.320149  11.321137  13982767.1882
11.321137  11.333946  13218425.1701
11.333946  11.334435  13521564.3038
11.334435  11.345454  13793410.8336
11.345454  11.346372  12108121.6064
11.346372  11.358124  12345556.9249
11.358124  11.358601  12584214.0835
11.358601  11.368702  12798731.9322
11.368702  11.369551  10594190.1295
11.369551  11.380349  10748713.1020
11.380349  11.380826  10906108.7047
11.380826  11.390102  9304509.4595
11.390102  11.390881  9392416.1501
11.390881  11.400808  9492457.3259
11.400808  11.401214  8766667.4276
11.401214  11.409712  8831920.9408
